Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
A0A4P8L6U8	unreviewed	A0A4P8L6U8_HUMAN	Septin 12	SEPT12	cytoskeleton-dependent cytokinesis [GO:0061640]
A0A590UJF1	unreviewed	A0A590UJF1_HUMAN	Stimulated by retinoic acid 8	STRA8	activation of meiosis [GO:0090427]; cellular response to retinoic acid [GO:0071300]; male germ-line stem cell asymmetric division [GO:0048133]; meiotic cell cycle [GO:0051321]; oogenesis [GO:0048477]; positive regulation of transcription by RNA polymerase II [GO:0045944]
A0A5F9ZHQ7	unreviewed	A0A5F9ZHQ7_HUMAN	Uncharacterized protein		cell division [GO:0051301]; spindle assembly [GO:0051225]
A0A6Q8PEY3	unreviewed	A0A6Q8PEY3_HUMAN	NudE neurodevelopment protein 1 (NudE nuclear distribution gene E homolog 1 (A. nidulans), isoform CRA_c)	NDE1 hCG_38895	cell differentiation [GO:0030154]; cell division [GO:0051301]; nervous system development [GO:0007399]
A0A6Q8PFT2	unreviewed	A0A6Q8PFT2_HUMAN	Platelet activating factor acetylhydrolase 1b regulatory subunit 1	PAFAH1B1	cell differentiation [GO:0030154]; cell division [GO:0051301]; lipid catabolic process [GO:0016042]; nervous system development [GO:0007399]
A0A6Q8PG46	unreviewed	A0A6Q8PG46_HUMAN	NudE neurodevelopment protein 1	NDE1	cell differentiation [GO:0030154]; cell division [GO:0051301]; nervous system development [GO:0007399]
A0A6Q8PG63	unreviewed	A0A6Q8PG63_HUMAN	Platelet activating factor acetylhydrolase 1b regulatory subunit 1	PAFAH1B1	cell differentiation [GO:0030154]; cell division [GO:0051301]; lipid catabolic process [GO:0016042]; nervous system development [GO:0007399]
A0A6Q8PGV6	unreviewed	A0A6Q8PGV6_HUMAN	NudE neurodevelopment protein 1	NDE1	cell differentiation [GO:0030154]; cell division [GO:0051301]; nervous system development [GO:0007399]
A0A6Q8PGZ3	unreviewed	A0A6Q8PGZ3_HUMAN	G1/S-specific cyclin-D2	CCND2	cell division [GO:0051301]
A0A7I2V403	unreviewed	A0A7I2V403_HUMAN	Zinc finger FYVE domain-containing protein 26	ZFYVE26	double-strand break repair via homologous recombination [GO:0000724]; mitotic cytokinesis [GO:0000281]
A0A7I2YQU3	unreviewed	A0A7I2YQU3_HUMAN	Zinc finger FYVE domain-containing protein 26	ZFYVE26	double-strand break repair via homologous recombination [GO:0000724]; mitotic cytokinesis [GO:0000281]
A0A7I2YQV0	unreviewed	A0A7I2YQV0_HUMAN	Zinc finger FYVE domain-containing protein 26	ZFYVE26	double-strand break repair via homologous recombination [GO:0000724]; mitotic cytokinesis [GO:0000281]
A0A7P0T8C7	unreviewed	A0A7P0T8C7_HUMAN	Sorting nexin 9	SNX9	endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; mitotic cytokinesis [GO:0000281]
A0A7P0T8Z7	unreviewed	A0A7P0T8Z7_HUMAN	Sorting nexin 9	SNX9	endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; mitotic cytokinesis [GO:0000281]
A0A7P0Z491	unreviewed	A0A7P0Z491_HUMAN	Assembly factor for spindle microtubules	ASPM	cell division [GO:0051301]
A0A7P0Z4R7	unreviewed	A0A7P0Z4R7_HUMAN	Assembly factor for spindle microtubules	ASPM	cell division [GO:0051301]
A0A8I5KT00	unreviewed	A0A8I5KT00_HUMAN	Condensin-2 complex subunit D3	NCAPD3	cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]
A2VCQ5	unreviewed	A2VCQ5_HUMAN	MAFK protein	MAFK	cytoskeleton-dependent cytokinesis [GO:0061640]
A4D2P2	unreviewed	A4D2P2_HUMAN	Ras-related C3 botulinum toxin substrate 1 (Rho family, small GTP binding protein Rac1)	RAC1 hCG_14926 tcag7.839	cortical cytoskeleton organization [GO:0030865]; engulfment of apoptotic cell [GO:0043652]; establishment or maintenance of cell polarity [GO:0007163]; mitotic cytokinesis [GO:0000281]; motor neuron axon guidance [GO:0008045]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; small GTPase-mediated signal transduction [GO:0007264]
A4QPB0	unreviewed	A4QPB0_HUMAN	IQ motif containing GTPase activating protein 1	IQGAP1	epidermal growth factor receptor signaling pathway [GO:0007173]; fibroblast migration [GO:0010761]; mitotic actomyosin contractile ring assembly actin filament organization [GO:1903479]
A6NGJ0	unreviewed	A6NGJ0_HUMAN	Dynein light chain Tctex-type 3	DYNLT3	cell division [GO:0051301]
A6NMQ3	unreviewed	A6NMQ3_HUMAN	Alpha-endosulfine	ENSA	cell division [GO:0051301]
A8K1X2	unreviewed	A8K1X2_HUMAN	Neuronal-specific septin-3	SEPT3 hCG_41559	cytoskeleton-dependent cytokinesis [GO:0061640]
A8K3D9	unreviewed	A8K3D9_HUMAN	M-phase inducer phosphatase (EC 3.1.3.48)		cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of G2/MI transition of meiotic cell cycle [GO:0110032]
A8K3Z6	unreviewed	A8K3Z6_HUMAN	Anaphase-promoting complex subunit 13 (Cyclosome subunit 13)	ANAPC13 hCG_1646826	cell division [GO:0051301]; protein K11-linked ubiquitination [GO:0070979]
A8K4B4	unreviewed	A8K4B4_HUMAN	cDNA FLJ78441, highly similar to Homo sapiens nucleolar and spindle associated protein 1 (NUSAP1),mRNA		establishment of mitotic spindle localization [GO:0040001]; mitotic chromosome condensation [GO:0007076]; mitotic cytokinesis [GO:0000281]
A8K4T3	unreviewed	A8K4T3_HUMAN	Protein zwilch		cell division [GO:0051301]; mitotic spindle assembly checkpoint signaling [GO:0007094]; protein localization to kinetochore [GO:0034501]
A8K4T8	unreviewed	A8K4T8_HUMAN	Condensin complex subunit 2		cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]
A8K572	unreviewed	A8K572_HUMAN	EF-hand domain-containing family member C2		cilium-dependent cell motility [GO:0060285]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]; regulation of neuron projection development [GO:0010975]
A8K662	unreviewed	A8K662_HUMAN	Centromere protein T		cell division [GO:0051301]; chromosome segregation [GO:0007059]; kinetochore assembly [GO:0051382]; mitotic cell cycle [GO:0000278]
A8K7A2	unreviewed	A8K7A2_HUMAN	Borealin (Cell division cycle-associated protein 8)		cell division [GO:0051301]; mitotic sister chromatid segregation [GO:0000070]
A8K7M3	unreviewed	A8K7M3_HUMAN	Septin		cytoskeleton-dependent cytokinesis [GO:0061640]
A8KAA2	unreviewed	A8KAA2_HUMAN	EF-hand domain-containing family member C2		cilium-dependent cell motility [GO:0060285]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]; regulation of neuron projection development [GO:0010975]
A8KAL1	unreviewed	A8KAL1_HUMAN	cDNA FLJ76980, highly similar to Homo sapiens LYST-interacting protein LIP8 (LIP8), mRNA		centriole replication [GO:0007099]; centrosome separation [GO:0051299]; mitotic cytokinetic process [GO:1902410]; regulation of cilium assembly [GO:1902017]
B2CKC5	unreviewed	B2CKC5_HUMAN	EF-hand domain (C-terminal) containing 1, isoform CRA_a (EF-hand domain containing 1)	EFHC1 hCG_21196	cilium-dependent cell motility [GO:0060285]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]
B2R5W6	unreviewed	B2R5W6_HUMAN	cDNA, FLJ92661, highly similar to Homo sapiens microtubule-associated protein, RP/EB family, member 3 (MAPRE3), mRNA		cell division [GO:0051301]; protein localization to microtubule [GO:0035372]; regulation of microtubule polymerization or depolymerization [GO:0031110]; spindle assembly [GO:0051225]
B2R6V2	unreviewed	B2R6V2_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)		cell division [GO:0051301]; mitotic DNA damage checkpoint signaling [GO:0044773]
B2R935	unreviewed	B2R935_HUMAN	Cell division control protein		cell division [GO:0051301]; DNA replication initiation [GO:0006270]; mitotic DNA replication checkpoint signaling [GO:0033314]
B2RAM9	unreviewed	B2RAM9_HUMAN	Cyclin-A1		cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]
B2RAU5	unreviewed	B2RAU5_HUMAN	Sorting nexin		cleavage furrow formation [GO:0036089]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]; intracellular protein transport [GO:0006886]; mitotic cytokinesis [GO:0000281]; plasma membrane tubulation [GO:0097320]
B2RDT9	unreviewed	B2RDT9_HUMAN	Zinc finger protein 830 (Coiled-coil domain-containing protein 16)		cell division [GO:0051301]; mitotic DNA damage checkpoint signaling [GO:0044773]; mitotic DNA replication checkpoint signaling [GO:0033314]; nuclear DNA replication [GO:0033260]
B2RE34	unreviewed	B2RE34_HUMAN	cDNA, FLJ96901, highly similar to Homo sapiens Rac GTPase activating protein 1 (RACGAP1), mRNA		mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]
B3KMS0	unreviewed	B3KMS0_HUMAN	Condensin complex subunit 1		cell division [GO:0051301]; meiotic chromosome condensation [GO:0010032]; mitotic chromosome condensation [GO:0007076]
B3KPB2	unreviewed	B3KPB2_HUMAN	Centromere protein T		cell division [GO:0051301]; chromosome segregation [GO:0007059]; kinetochore assembly [GO:0051382]; mitotic cell cycle [GO:0000278]
B3KPD3	unreviewed	B3KPD3_HUMAN	cDNA FLJ31633 fis, clone NT2RI2003407, highly similar to Inner centromere protein		meiotic spindle midzone assembly [GO:0051257]; metaphase chromosome alignment [GO:0051310]; mitotic cytokinesis [GO:0000281]
B3KR63	unreviewed	B3KR63_HUMAN	Septin 4, isoform CRA_h (cDNA FLJ33746 fis, clone BRCAN1000105, highly similar to Homo sapiens septin 4 (SEPT4), transcript variant 2, mRNA)	SEPT4 hCG_30696	cytoskeleton-dependent cytokinesis [GO:0061640]; regulation of exocytosis [GO:0017157]
B3KT42	unreviewed	B3KT42_HUMAN	cDNA FLJ37599 fis, clone BRCOC2008993, highly similar to Homo sapiens spire homolog 2 (Drosophila) (SPIRE2), mRNA		actin filament network formation [GO:0051639]; actin filament polymerization [GO:0030041]; actin nucleation [GO:0045010]; cleavage furrow formation [GO:0036089]; establishment of meiotic spindle localization [GO:0051295]; Golgi vesicle transport [GO:0048193]; intracellular transport [GO:0046907]; polar body extrusion after meiotic divisions [GO:0040038]
B3KUT8	unreviewed	B3KUT8_HUMAN	cDNA FLJ40596 fis, clone THYMU2010831, highly similar to Double-strand-break repair protein rad21 homolog		apoptotic process [GO:0006915]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]; sister chromatid cohesion [GO:0007062]
B3KUX0	unreviewed	B3KUX0_HUMAN	cDNA FLJ40831 fis, clone TRACH2012138, highly similar to Homo sapiens regulator of G-protein signalling 14 (RGS14), mRNA		cell division [GO:0051301]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; signal transduction [GO:0007165]; spindle organization [GO:0007051]
B3KW87	unreviewed	B3KW87_HUMAN	Protein unc-119 homolog A		endocytosis [GO:0006897]; lipoprotein transport [GO:0042953]; mitotic cytokinesis [GO:0000281]; negative regulation of caveolin-mediated endocytosis [GO:2001287]; negative regulation of clathrin-dependent endocytosis [GO:1900186]; nervous system development [GO:0007399]; visual perception [GO:0007601]
B3KWH4	unreviewed	B3KWH4_HUMAN	cDNA FLJ43092 fis, clone COLON2002520, highly similar to Myosin-14		actomyosin structure organization [GO:0031032]; mitotic cytokinesis [GO:0000281]; regulation of cell shape [GO:0008360]
B3KXH8	unreviewed	B3KXH8_HUMAN	cDNA FLJ45417 fis, clone BRHIP3033811, highly similar to Sorting nexin-9		cleavage furrow formation [GO:0036089]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]; intracellular protein transport [GO:0006886]; mitotic cytokinesis [GO:0000281]; plasma membrane tubulation [GO:0097320]
B3KXM2	unreviewed	B3KXM2_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)		cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
B3KY03	unreviewed	B3KY03_HUMAN	Condensin complex subunit 1		cell division [GO:0051301]; meiotic chromosome condensation [GO:0010032]; mitotic chromosome condensation [GO:0007076]
B3KY60	unreviewed	B3KY60_HUMAN	cDNA FLJ16777 fis, clone BRHIP2029567, highly similar to Cell division cycle 5-like protein		cell division [GO:0051301]; mRNA splicing, via spliceosome [GO:0000398]
B4DFM2	unreviewed	B4DFM2_HUMAN	Kelch domain-containing protein 8B		mitotic cytokinetic process [GO:1902410]; mitotic nuclear division [GO:0140014]; nuclear chromosome segregation [GO:0098813]
B4DIG0	unreviewed	B4DIG0_HUMAN	M-phase inducer phosphatase (EC 3.1.3.48)	CDC25B	cell division [GO:0051301]; positive regulation of cell cycle G2/M phase transition [GO:1902751]
B4DJH7	unreviewed	B4DJH7_HUMAN	cDNA FLJ56916, highly similar to Cell division protein kinase 8		cell division [GO:0051301]
B4DL80	unreviewed	B4DL80_HUMAN	Cell division cycle protein 27 homolog		anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; protein ubiquitination [GO:0016567]
B4DMH5	unreviewed	B4DMH5_HUMAN	cDNA FLJ55107, highly similar to Cell division control protein 42 homolog		Cdc42 protein signal transduction [GO:0032488]; cell division [GO:0051301]; endocytosis [GO:0006897]; establishment or maintenance of cell polarity [GO:0007163]; modification of synaptic structure [GO:0099563]; regulation of filopodium assembly [GO:0051489]
B4DNP4	unreviewed	B4DNP4_HUMAN	cDNA FLJ55816, highly similar to Ras GTPase-activating-like protein IQGAP1		epidermal growth factor receptor signaling pathway [GO:0007173]; fibroblast migration [GO:0010761]; mitotic actomyosin contractile ring assembly actin filament organization [GO:1903479]
B4DPJ2	unreviewed	B4DPJ2_HUMAN	Annexin		cytokinetic process [GO:0032506]; phagocytosis [GO:0006909]
B4DPT4	unreviewed	B4DPT4_HUMAN	Septin		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]
B4DQZ3	unreviewed	B4DQZ3_HUMAN	M-phase inducer phosphatase (EC 3.1.3.48)		cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of G2/MI transition of meiotic cell cycle [GO:0110032]
B4DRC3	unreviewed	B4DRC3_HUMAN	M-phase inducer phosphatase (EC 3.1.3.48)		cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of G2/MI transition of meiotic cell cycle [GO:0110032]
B4DRG7	unreviewed	B4DRG7_HUMAN	Condensin complex subunit 2		cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]
B4DRN1	unreviewed	B4DRN1_HUMAN	Cell division cycle protein 27 homolog		anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; protein ubiquitination [GO:0016567]
B4DSH1	unreviewed	B4DSH1_HUMAN	cDNA FLJ51295, highly similar to Cell division cycle 5-like protein		cell division [GO:0051301]; mRNA splicing, via spliceosome [GO:0000398]
B4DWP4	unreviewed	B4DWP4_HUMAN	Centromere protein T		cell division [GO:0051301]; chromosome segregation [GO:0007059]; kinetochore assembly [GO:0051382]; mitotic cell cycle [GO:0000278]
B4DX61	unreviewed	B4DX61_HUMAN	M-phase inducer phosphatase (EC 3.1.3.48)		cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of G2/MI transition of meiotic cell cycle [GO:0110032]
B4DXA6	unreviewed	B4DXA6_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKC	cell division [GO:0051301]
B4DXT3	unreviewed	B4DXT3_HUMAN	cDNA FLJ56590, highly similar to Borealin		cell division [GO:0051301]; mitotic sister chromatid segregation [GO:0000070]
B4DY48	unreviewed	B4DY48_HUMAN	Kinesin-like protein		cell division [GO:0051301]; microtubule-based movement [GO:0007018]
B4DZW0	unreviewed	B4DZW0_HUMAN	Septin		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]
B4E086	unreviewed	B4E086_HUMAN	Kinetochore protein Spc24		cell division [GO:0051301]; chromosome segregation [GO:0007059]
B4E0B7	unreviewed	B4E0B7_HUMAN	Condensin complex subunit 1		cell division [GO:0051301]; meiotic chromosome condensation [GO:0010032]; mitotic chromosome condensation [GO:0007076]
B4E0I4	unreviewed	B4E0I4_HUMAN	cDNA FLJ61013, highly similar to Septin-1		cytoskeleton-dependent cytokinesis [GO:0061640]; regulation of exocytosis [GO:0017157]
B4E112	unreviewed	B4E112_HUMAN	Cofilin-1 (Cofilin, non-muscle isoform)		actin filament fragmentation [GO:0030043]; actin filament severing [GO:0051014]; mitotic cytokinesis [GO:0000281]
B4E1H5	unreviewed	B4E1H5_HUMAN	cDNA FLJ51449, highly similar to Cell division cycle protein 20 homolog		anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; positive regulation of anaphase-promoting complex-dependent catabolic process [GO:1905786]
B4E2M0	unreviewed	B4E2M0_HUMAN	cDNA FLJ55443, highly similar to Ras GTPase-activating-like protein IQGAP1		epidermal growth factor receptor signaling pathway [GO:0007173]; fibroblast migration [GO:0010761]; mitotic actomyosin contractile ring assembly actin filament organization [GO:1903479]
B5BUA4	unreviewed	B5BUA4_HUMAN	Shugoshin-like 1 (S. pombe), isoform CRA_a (Shugoshin-like 1 isoform A1)	SGOL1 hCG_1648559	cell division [GO:0051301]; centriole-centriole cohesion [GO:0010457]; meiotic chromosome segregation [GO:0045132]; meiotic sister chromatid cohesion [GO:0051177]
B5MBX0	unreviewed	B5MBX0_HUMAN	Cell division cycle associated 5	CDCA5	cell division [GO:0051301]
B7Z277	unreviewed	B7Z277_HUMAN	Septin-10		cytoskeleton-dependent cytokinesis [GO:0061640]
B7Z371	unreviewed	B7Z371_HUMAN	Septin-10		cytoskeleton-dependent cytokinesis [GO:0061640]
B7Z686	unreviewed	B7Z686_HUMAN	Neuronal-specific septin-3		cytoskeleton-dependent cytokinesis [GO:0061640]
